,add_time,bubble,content,image_paths,image_urls,images,title,user_loc,username
57,2014年6月4日,40,古镇，一直让我很纠结。喜欢老镇的气氛，但是又担心那种商业气息太浓，不仅看不到原本的老镇风光，还要想吃了苍蝇一样恶心半天。朱家角呢，我去之前根本就没有抱什么希望，但是因为去的时候是周一，有人比较少，所以印象倒也没有坏到像西塘那个程度。河面比较干净，吃到了新鲜的菱角是对朱家角的好印象之处。,[],[],[],吃到了菱角。周一人少。,北京市,Linyuki
58,2014年5月7日,40,稍稍距离上海市区有些远，不过现在交通也很方便了，停车也不困难。来的时候有点下雨，人不是很多，感觉还是蛮清幽的，有点江南古镇那种韵味。,[],[],[],还可以,上海市,喵喵的喵喵
59,2014年2月17日,40,租了一条小船，河道不宽，船家挺友好的把船划的很稳，速度适中，让我们能够很好的看到两岸的景色。在这里看到的上海是一个宁静的上海，一个远离都市喧闹的上海，这里有江南水乡温婉柔美的特点。,[],[],[],温婉柔美,江苏省苏州市,做你的情人在夜里哭
60,2013年11月3日,40,一说到“上海”，大家的第一印象或许就是国际化大都市，可是来到朱家角，会让你忘记一切，从而重新认识古老的上海的生命力，类似江南小镇，很有韵味，远离喧嚣，回归本真！,[],[],[],回归本真,北京市,马桶上的天使
61,2013年8月23日,50,从上海南站直接坐上朱线就可以到，不过好远。去的那天下着小雨，很有赶脚。人很多，拍照里面都是集体照，尤其是那个桥附近。小吃有个神马糕样子很cute味道一般。里面有个地方有只鹦鹉很萌，还会嗑瓜子的。,[],[],[],商业化还不太大可以逛逛,江苏省南京市,地瓜红薯
62,2013年7月12日,30,和朋友一起来这里游玩，朱家角其中的建筑还是古时的建筑，不过人文早已消亡。进入古镇，看到一些破破烂烂的船只，在邀请游人上船游览。而古镇里面老建筑都已经是小吃一条街，而且卖的东西大同小异。一个好的古镇，除了景观，更重要的是人文，否则只不过是金玉其外，败絮其中。,[],[],[],消失的古镇,上海市,隐藏在暗处的精灵
63,2013年7月1日,40,来到了’东方威尼斯'啦，在放生桥上拍个照，在河边闲逛，吹吹风，好舒服啊！镇上还有好些有特色的小店，忽而又有些鼓浪屿的味道。不过，看到看到'猪'家角的’美食’，我就觉得腻s了！因为都是大大的肥肉啊！,[],[],[],不愧为东方威尼斯,广东省广州市,Vickylhq
64,2013年6月14日,50,小河、白墙、古桥、摇船，构成了如画的江南风景。好美呀、弄壶黄酒，来个糟毛豆配醉鱼熏鱼什么的，别提多惬意咯。这里没有周庄的喧闹但江南韵味丝毫不减。,[],[],[],如画江南,上海市,doshdo
65,2013年6月6日,50,离开上海前还有1天时间，就又去朱家角溜达了半天。从市区去朱家角水镇很方便，有多条公交和专线车。从人民广场那坐的专线车，1个多小时就到了，下车从停车场转个弯就到了景区门口。这里的门票很人性化，在入口，工作人员就告诉你，门票有三类，含游船的新水乡访古游是80元，不含游船新水乡访古游是60元，如果你提前在官网上购买还可以打八折，另外民俗风情游才30元，但也包含了课植园、大清邮局、童天和药号、人文艺术馆等主要景点。但是如果你只是在古镇上四处逛逛，是不需要门票的，而且古镇里面几家介绍传统手工业、农艺的地方也是免费游览体验的。去的那天有风，不方便坐船，既然来了还是买了张门票。这里的和别的水乡不同的是，也有商铺林立的热闹老街，白发阿婆在那里先包现卖的大肉粽，油汪汪的猪蹄都好诱人，但更多的是原住民仍然在起居生活的老弄堂，完全没有商业氛围，在石板路上慢悠悠地晃到大清邮局的老房子里恍如隔世。在拍小河上的木质廊桥时竟然都没有游人闯入，一切都很闲散。顺着河边去课植园，小桥流水老房子，就像又回到80年代前后的童年时光里。,[],[],[],门票，买与不买随你,,lingdianyiyi
66,2013年5月14日,40,朱家角古镇离上海大概要五十分钟车程，是一个水乡，在这里你一样能领略到江南水乡的风情：即小桥，流水，人家，而且这里名气没有乌镇那么大，因而游客也少一些，很安静，逛起来更舒服一些。,[],[],[],水乡,浙江省杭州市,慢慢aini
67,2013年2月25日,40,这里是上海市区以外最近的古镇了，所以来的人一直很多，现在也很商业化了，基本就是一个古镇背景的购物街。这里最有名的还是放生桥，但是现在有人提供卖鱼，放鱼的一条龙服务，感觉好不虔诚。,[],[],[],商业化比较严重,上海市,哓哓公主
68,2013年2月19日,50,历史悠久的古镇，小桥流水人家一副“江南水乡”的画卷。街上商户“众多”，各式小吃扎堆，“人也非常非常的多，周末来这里放松心情看看还是不错的,[],[],[],上海周边古镇,上海市,markcai
69,2012年9月22日,40,离上海市区大概一小时路程，算是比较近的古镇，和其他江南古镇一样商业开发之后满大街的商铺，各种小吃，也算可以逛逛的，十月过后还能到那里去吃太湖大闸蟹，黄昏后游客减少，这时古镇的宁静才慢慢显现，建议住一晚,[],[],[],小桥流水古镇,上海市,乔伊馥
70,2017年3月12日,30,"其实去过的江南古镇也不少了，周庄，龙门，安昌，西塘......，这次又去了个魔都的朱家角。古镇总是大同小异，只是人一多，商业化一浓，就觉得趣味性立减了。不幸的是朱家角可能是因为就在大魔都内，魔都人民闲来无事都来逛了，到处都是人人人人人，让人不由自主的只想要快点逃离。真是什么地方人一多，再美的景色都要大打折扣啊。
古镇上的店铺也很雷同，上次去的西塘古镇里有“管老太臭豆腐”，朱家角一样也有，管老太看来也与时俱进集团化管理了。与西塘古镇类似的桥，类似的一条河，类似的船......真的很容易审美疲劳。要说稍有不同，可能就是河边上的这座庙吧。到处都是人，好不容易才找到这样一扇没有人来人往的门。转眼已是午后，在镇上买了一盒据说是野生的乌梅后开始觅食。古镇上的名菜应该是扎肉和猪蹄，但是这好像也是周庄的名菜吧。有心想请想小朋友吃点古镇特色，但是小朋友一如既往的要求吃面条，也罢，就随便挑了一间小店点了面条，汤包和臭豆腐。没有兴致看人，就在镇上看看鸟吧。这只不学无术不会说话的鹦鹉，一直在坚持不懈的吃一颗一位阿姨给的硬糖。有的时候，时间就是用来浪费的，我和小朋友就一直傻傻的看着鹦鹉吃糖，直到它把糖吃光才走。","['images\\0e_ce_5e_8e_img-1995848942-largejpg.jpg', 'images\\0e_ce_5e_91_img-1450112394-largejpg.jpg', 'images\\0e_ce_5e_92_img-1889700358-largejpg.jpg', 'images\\0e_ce_5e_8f_img-1317549208-largejpg.jpg']","['https://ccm.ddcdn.com/photo-l/0e/ce/5e/8e/img-1995848942-largejpg.jpg', 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/91/img-1450112394-largejpg.jpg', 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/92/img-1889700358-largejpg.jpg', 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/8f/img-1317549208-largejpg.jpg']","[{'url': 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/8e/img-1995848942-largejpg.jpg', 'path': '0e_ce_5e_8e_img-1995848942-largejpg.jpg', 'checksum': '58bb9aacb66a12077aab6d0b97611dfd'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/91/img-1450112394-largejpg.jpg', 'path': '0e_ce_5e_91_img-1450112394-largejpg.jpg', 'checksum': 'b043dda1102de377ef81420c17f52ead'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/92/img-1889700358-largejpg.jpg', 'path': '0e_ce_5e_92_img-1889700358-largejpg.jpg', 'checksum': 'a9b699204032097df69da22d1d54aff5'}, {'url': 'https://ccm.ddcdn.com/photo-l/0e/ce/5e/8f/img-1317549208-largejpg.jpg', 'path': '0e_ce_5e_8f_img-1317549208-largejpg.jpg', 'checksum': '640e622368cc672fac79e6ad39992dc2'}]",游客多多，商业化氛围浓,杭州,杂志狂人
71,2012年4月26日,30,"商业气息浓厚，建筑也算真，景点比七宝啥的要多些，以朱家角粽子，熏青豆等为特产，还有附近的熏拉丝，豆腐干，扎肉，万三蹄等。除了卖粽子小吃之外大部分商铺老板都是外地人。 
北大街的酱菜记得是真的老字号",[],[],[],比七宝老街好一点,上海市,bmdz
72,2012年4月7日,40,到古镇的交通很方便，地铁九号线洞泾站转松朱线坐到终点，就是下车自己走几分钟就到了，不需要坐三轮车，我和朋友买的是80块的套票，差不多8个景点吧，包括坐船，挺合算的，而且还赠张地图，工作人员还会在地图上画好路线，听说在网上提前买票更便宜，但我觉得已经很值了。让我觉得哭笑不得的是，在北大街上挨着放生桥有个餐馆，进门上写的经济实惠，结果我们两个人点3个菜，差不多五六十块钱吧，老板居然说点的太少不给做，太势力了，结果我们去隔壁的饭馆。除了这个小插曲之外我们玩的很好，我特喜欢棵植园，人少，是个春天踏青的好地方。,[],[],[],喧闹的古镇,上海市,woaidanmei38
73,2012年2月28日,40,有不逊于乌镇周庄之类声名在外的水乡的美景，但又少了些浮华喧闹，多了些清冷寂寥。这里本地人居多，所以商业氛围和生活气息参半。外来的观光客不算多，不会出现摩肩擦踵的现象，总的来说值得一去,[],[],[],上海的温柔水乡,上海,ceciliazs
74,2012年2月23日,40,离上海近 在八万人体育馆的旅游集散中心有大巴可搭乘 当天来回 很方便玩起来不累 适合双休日去走走 那里的一些小店还蛮有意思的,[],[],[],离上海市区很近的景点,上海市,flowertw
75,2012年1月30日,50,北大街，放生桥。。。觉得城市太喧嚣，可以来这里走一走。不过近几年这里的人也越来越多，如果是工作日来的话或许还能体验到那份宁静。,[],[],[],江南古镇，可以一个人来,上海,大白次
76,2011年9月14日,40,我从小生活在古镇，朱家角是一个如此古色古香，充满历史的气息雅地。此处吸进了大批的文人骚客亦或是外国友人，充满了古朴的感觉。,[],[],[],水乡古镇,上海市,蓝真萱
77,2011年9月7日,30,因为住的里朱家角比较近的缘故，所以去过很多次了，古镇整体不太，北大街是一条比较有特色的街，放生桥，城隍庙!晚上的时候人比较少尤其有古镇那种幽静的味道,[],[],[],幽静的古镇,上海市,越南大兵
78,2011年8月25日,30,今年开春到时候去的，人太多太多，便失去了周末郊游的意义，环境也是一般吧，吃的东西倒是很多，还有小商品，可以杀价，但是质量都不咋地。,[],[],[],现在人好多,上海市,mavisjin
79,2011年8月24日,40,我们一下车就被一小三轮给忽悠了，说是走路要走半小时，看着满头烈日，从了他的十块钱。结果发现从车站到放生桥真是近得让人惭愧。呆了两天，印象深刻的有法国之吻餐厅，是个来了中国四年的法国佬开的，挺善聊，不过15块两只薄煎蛋饼还真是不善，青椒番茄PIZZA倒是地道，我们一致决定以后要到法国去卖煎饼果子把票子挣回来。离法国人的餐厅不远有家挺有格调的小客栈，房子够老，装饰神马的非常小资，不过疙瘩小的房要240，弃了。后来落脚在古镇口的小旅店，120的大床房，很新很干净。逛累了就回房看韩剧，休息1个小时继续，相当悠哉和从容。小镇巷子里各种的买卖吆喝，和其他江南古镇很类似，猪脚扎肉粽子芡实糕，大麦茶酱菜等等等等。哦，我们还看了谭盾的《水乐堂·天顶上的一滴水》。相当坑娘，不太喜欢，看在伸入河面的舞台和那几个打灯和尚的份上，给个60及格分。也不能怪，是镇政府为了招揽游客邀的谭先生。创作太自恋太随意，硬生生的把些跟朱家角有关的关键词扯进一场节目里，没有转呈，显得支离破碎，让人无法全情投入，倒是自顾自的联想翩翩，笑场了几次，也不失被娱乐到了。以后没地儿逛了也许会重走吧，总体还是很快乐的，重要的是和闺蜜有了这次...,[],[],[],朱家角，到处都是猪脚,湖北省武汉市,艾大金子
80,2011年8月11日,50,"全家人都很喜欢朱家角，是哪怕到了周末下午心血来潮就能一踩油门去的古镇。而且这个地方尤其适合下雨的傍晚，很有江南水乡味道！
如果你不想要进一些室内景点，也就不用买票了，只要在古镇街上走走，吃吃东西，放个空就很舒服！课植园还是值得一去的，尤其是里面有实景昆曲上演的时候！我就在里面看的《牡丹亭》，非常有意境！
吃饭的话找个临河的座位，点一些虾呀螺丝啊什么的最有味道！",[],[],[],保留得比较完好的江南古镇,,Jolin
81,2011年8月7日,30,失去了江南小桥流水的感觉，加注了太多的商业气息，叫卖声声不断，原本的一日游，2个小时就搞定了，离想象的远了很多。一般般,[],[],[],朱家角,上海市,siggor
82,2011年7月13日,40,暑假朱家角一日游，交通不是特别方便，从市区到朱家角两个小时左右，古镇风貌有较好的保留，但到中午人流量较大，小巷较为拥挤，中午最好找间茶楼小憩，下午继续游玩,[],[],[],朱家角一游,上海市,hellozyn
83,2011年7月13日,40,去松江办事顺路去了朱家角，古镇上肘子很多，到处都是，热气腾腾的香气扑鼻，忍不住买了两个回来，感觉味道真不错，整个风格与其他古镇风格相似。,[],[],[],朱家角古镇,北京市,luchunyu
84,2011年7月9日,50,"朱家角是上海比较有名的古镇。虽然游客很多，但值得一看。门票分三种，30元，40元和60元。我买的是30元的，一共四个景点，大清邮局、课植园、人文艺术馆和童天和药号。推荐人文艺术馆。
另外，古镇旁边的大淀湖风景很棒，不要错过。",[],[],[],古镇风情,加利福尼亚圣卡洛斯,夏郦
85,2017年1月13日,50,这里算是非常方便到达的近郊，从市区大约1小时车程，来到这里逛逛老街和大清邮局，找一家咖啡厅喝杯咖啡看着河景，非常棒,"['images\\0e_25_97_05_photo2jpg.jpg', 'images\\0e_25_97_06_photo3jpg.jpg', 'images\\0e_25_97_08_photo5jpg.jpg', 'images\\0e_25_97_03_photo0jpg.jpg']","['https://ccm.ddcdn.com/ext/photo-l/0e/25/97/05/photo2jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/06/photo3jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/08/photo5jpg.jpg', 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/03/photo0jpg.jpg']","[{'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/05/photo2jpg.jpg', 'path': '0e_25_97_05_photo2jpg.jpg', 'checksum': '7d2f185c7099f0e71875947bb46f8885'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/06/photo3jpg.jpg', 'path': '0e_25_97_06_photo3jpg.jpg', 'checksum': 'cdf90fc2206830a1a470cda20ded5a25'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/08/photo5jpg.jpg', 'path': '0e_25_97_08_photo5jpg.jpg', 'checksum': '868e4269726709474a663a970eeeeee4'}, {'url': 'https://ccm.ddcdn.com/ext/photo-l/0e/25/97/03/photo0jpg.jpg', 'path': '0e_25_97_03_photo0jpg.jpg', 'checksum': '6503636ce93580f9cb002f55b4efa28c'}]",非常棒的水乡,,Culture808030
86,2011年6月21日,40,在青浦区  虽然比不上周庄和西塘 但是也很有味道 那里的放生池很有名  而且进去不用门票哦 吃的方面 有著名的臭豆腐 还有扎肉 蹄髈 小吃挺多的,[],[],[],最近的江南水乡,上海市,seashine1012
87,2011年6月21日,50,朱家角是个水乡古镇，喜欢怀旧，逛逛的朋友可以去，里面有许多，平时看不到吃不到的东西，很适合带老人什么的去玩，很有感觉的，那边还有家做传统豆腐脑的摊子，很不错，可以去试试,[],[],[],古镇,上海市,傻嘉yi子
88,2011年6月20日,40,古文化气息很浓郁的一个地方，记得自己放的小鱼，还有平安桥，寓意都很好。。有机会还回去的，到处都是水，坐着小船很惬意。。,[],[],[],古文化气息很浓郁,天津市,yay8546
89,2011年6月14日,30,去的最多的便是朱家角，因为离上海近，又是古镇，尤其记得那边最特色的便是扎蹄和粽子，现在都机械化包装了，可以将买的全部用机器进行真空包装，就跟店里卖的差不多了，可味道还是老味道，因为仍然是手工包的，浓油赤酱，煞是美味~~还有那边的酱园也算一个景点的，你还能在那儿买点酱菜带回去，味道也很不错的~,[],[],[],朱家角，又见朱家角,上海市,zbhsh
90,2011年6月14日,40,离上海市区不远的朱家角古镇是个悠然自得的好地方！她不像其它的古镇人工开发痕迹很浓觉得闹轰轰的，而且商业气息太重。朱家角的古镇味很浓，她还是注重原汁原味的，尤其是工作日去的话那是惬意的不得了啊！是都市人释放压力回归自然的好去处！,[],[],[],让人身心放松的地方,上海市,乖乖jemily
91,2011年6月11日,50,春光明媚，携友同游，小桥流水，江南古镇，曲径通幽，安静祥和，油纸伞下，惊艳容颜，景美人美，无酒已醉，但愿常驻，了此一生，无奈离去，不舍不舍,[],[],[],春天里的江南小镇,上海市,uuhaiyang
92,2011年6月11日,50,以前只听说过周庄、乌镇等古镇子，来到上海没想到在上海与江苏省只有太湖之隔还有一个古色古香的朱家角。朱家角的石桥、美味的肉粽都给我留下了极深的印象！,[],[],[],太湖边上的美丽小镇,宁夏回族自治区银川市,xwj216
93,2011年6月11日,50,"进入古镇可以感受到历史的气息，在上海这个国际大都市感受别样的古镇情怀，
泛舟、吃肉粽，吃粘糖，还可以在小河边放生，别有一番情调",[],[],[],在上海这个国际大都市感受别样的古镇情怀！,北京市,宗若雪
94,2011年6月10日,50,"上上周末在上海，和朋友想着去哪儿一日游；由于已经去过周庄，所以选择了离上海较近的朱家角。于是，开始了我的朱家角之行。
    从徐家汇坐大巴到朱家角，大约四十分钟。
    朱家角给我的印象之一，热腾腾的荷叶扎肉和n个婆婆的粽子。
    印象二，相比其他水乡，朱家角的游客并不是很多，于是，有了悠闲的感觉。
    印象三，坐在临河的小店吃个白丝鱼或是喝杯咖啡，都是很惬意的事情。
    印象四，小巷中有很多小店，非常有特色。
    总之，就是比较赞啦～～",[],[],[],远离喧嚣,江苏省南京市,chenkaikiki
95,2011年6月2日,40,和同学一起玩的，保留的原来的古镇特色，满条小巷都是卖粽子的哦，一天玩下来也蛮累的了，节假日去的话都是人！！！买的是联票，还是有点玩头的，如果不买联票就是看看可能就挺无趣的了,[],[],[],古色古香,上海市,minami877
96,2011年6月1日,30,白天去的时候人挺多的 有很多风情小店 特色小吃粽子和扎肉挺不错的 走在小巷里 香味扑鼻 忍不住尝了几个 不过很快就饱了 傍晚的小镇游客散去 挺静的 很喜欢坐在河边吃饭的感觉...,[],[],[],古镇一日游,上海市,memory90
97,2011年5月31日,40,第一次去朱家角是公司组织的一日游活动，早上在大观园拍囧照，下午在朱家角“古镇寻宝”，走进大门就感受到古色古香的气息，我们的古镇寻宝就在这里展开了，事先有工作人员拍下了朱家角的13件宝物，然后我们就带着自己的相机出发咯，整个过程体验的是游戏，如果你们要组团一起去，这个很好玩，哈哈：）,[],[],[],偷得浮日一日闲,上海,文筱静
98,2011年5月28日,50,"越是古老的东西越有含义和味道,是我第一次去过的古镇，非常不错，建议去看看，有你意想不到的收获，我想下一次有机会我还会去",[],[],[],喜欢古老的风格,广东省深圳市,ellen923
99,2011年5月27日,40,夏天快结束的时候去的，也是典型的水乡，感觉不错！如果可以建一些当地民居特色的住宿，比如有雕花大木床的那种，会更好！,[],[],[],水乡风,上海市,koalalee
100,2011年5月25日,50,位于青浦区，可以说离上海市区最近的江南古镇了，从人民广场有大巴直达，交通非常方便。新近成了上海周边艺术家的新的聚集之地，加上祝晓峰设计的朱家角艺术馆的建成，使朱家角的人文气质更加浓郁了。,[],[],[],近郊古镇,上海市,shadowhailin
101,2011年5月25日,40,"虽说人很多，实在是太多了，但沿着河边还挺有味道的
吃了顿河鲜，确实很新鲜啊~~
买了好多好多东西，看来虽说在北京长大，但毕竟不负上海的血统
邮局值得去，蛮有意思",[],[],[],很有味道的小镇,北京市,hancathy
102,2011年5月22日,40,江南古镇的经典特色，小桥流水，白墙青瓦，置身其中，让你忘却了夏日的炎热，清爽自然，撑着小伞，徜徉在悠长而又曲折的青石路上，时间在此停止，平静得脑袋一片空白，但余嘴角的浅笑,[],[],[],江南古镇,福建省福州市,香草糖
103,2011年5月20日,50,交通较便利，在市区有车能够直接到达。可以不用跟团，自由行最好能早点去，太迟的话就会人很多，无法真正体会那里独特的风土人情。,[],[],[],上海朱家角,广东省汕头市,lyhlucky4ever
104,2011年5月20日,40,买的是套票，从旅游集散中心出发的。。因为是周末，所以人很多。不过环境还蛮好的，也蛮热闹，一些房子什么的看看也很有意思。就是吃的没什么意思，一大堆卖粽子的，卖扎肉的。。。没什么特色的好吃的。等到准备回去了，才发现买套票是多么合算。。不用跟一大堆人去挤公交车，那追赶公交车的场面实在是太惊心动魄了。。。,[],[],[],朱家角一日游,上海市,guxiaopan
105,2011年5月19日,30,现在朱家角比我三年前去有了很多的变化，除了小桥流水，楼宇庭阁，还有许多的创意店面等等，各种小吃的价格还是比较的公道的，还是值得一看的，值得一吃的。,[],[],[],水乡文化,上海市,likingfun
106,2011年5月17日,40,商业化的运作依然不改其古色古香，走在星光下的临河街道上，如此纯朴娴静，意境非凡。俊哥靓女们可以考虑褪去物质的诱惑，体验一下单纯、宁静的浪漫。,[],[],[],纯朴、娴静,上海市,yangjc
107,2011年5月14日,50,"和爸爸一起去玩的一日游~
都市繁忙的生活中偶尔去那里走走也是不错的选择啊~
吃了小时候的劲糖~太甜了~
还买了气球~过了把孩子瘾~",[],[],[],小小的古镇,上海市,vanibaby
108,2011年5月13日,40,朱家角古镇是免门票的，所以费用是蛮省的。进门先看到的是放生桥，一座颇具特色的石拱桥，许多游人在此处放生乌龟等。到桥面上一定要拍张照留恋一下，这个地方拍出来的照片能够看到桥下的水，还有两边颇具水乡特色的建筑。下了桥就是一排沿街店铺，卖各色小吃和特产，什么扎肉啊、粽子啊随处可见。这些就不说了，朱家角还有一个我每次必去的地方，清朝邮局，是清朝的哦，在邮筒边再拍个照吧，邮筒很有特色的哦~,[],[],[],颇具江南古镇特色的地方,江西省南昌市,xuyingzwr
109,2011年5月13日,40,朱家角，顾名思义，真的就是一个角落。喧嚣与寂静，沉默与欢腾，不过一线之间。来与去，聚与散，它还静静的在那里，冷眼视世人。,[],[],[],隐匿在繁华都市的寂静,,海贝HAPPY
110,2011年5月10日,40,我是北方人，所以对于南方的小桥流水还是第一次身临其境，所以朱家角给我的印象很深刻，而且我很喜欢他们那里的一下古色的小店，尤其是有点那种民族风的，但是，也许上海并不是典型的江南水乡的形象，所以朱家角并不会像乌江那样吧，因为它缺少一种真实的民风，对，就是那些当地的元素，但是对于上海而言，这已经不错了，因为它把现代于古风结合的挺不错的。,[],[],[],上海朱家角古镇,辽宁省大连市,莫羽落
111,2017年1月4日,50,虽名为古镇，首次到访却觉得到处都是叫卖与餐饮小舖，真正关系到文化景致的景点倒是没甚么。来此一游，反而与当地商铺的民众与服务员们聊天聊地还能得到更多关于这古镇的历史与改建的过程。搭船游运河，不错的设计，用手摇橹的船只更胜过那些搭载马达载运的电动船只。游客人数的控管也许是这景点必须加强的重点。离巴士站不是很远，也有接驳的小车替年迈长者或残障者服务，这是贴心的地方。整体景致不要太在意匠气，仍是值得来游玩的一个景点。至少运动运动也是不错的。,"['images\\0e_0f_61_0b_caption.jpg', 'images\\0e_0f_60_69_caption.jpg', 'images\\0e_0f_61_55_caption.jpg', 'images\\0e_0f_61_2f_caption.jpg']","['https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/0b/caption.jpg', 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/60/69/caption.jpg', 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/55/caption.jpg', 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/2f/caption.jpg']","[{'url': 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/0b/caption.jpg', 'path': '0e_0f_61_0b_caption.jpg', 'checksum': 'e8a118f904f31684af8fe0ccd5542b53'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/60/69/caption.jpg', 'path': '0e_0f_60_69_caption.jpg', 'checksum': '239d0a9d5a7aa39dab2b2a6376b67fad'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/55/caption.jpg', 'path': '0e_0f_61_55_caption.jpg', 'checksum': 'c22c382197f4b32e9400c392d49f9798'}, {'url': 'https://ccm.ddcdn.com/ext/photo-f/0e/0f/61/2f/caption.jpg', 'path': '0e_0f_61_2f_caption.jpg', 'checksum': 'e59ebac590152e1a797889e212e546ae'}]",充满商业气息的古镇 真正文化景点缺乏,桃园市,Robert_jann99
112,2016年12月9日,40,"探访时间为2016年12月初去的，天气晴温度约20-16度左右，气候宜人
平日少了观光客许多，所以有些店家并未营业，大约店家也有70%左右
整个逛起来很舒服，值得一访。",['images\\0d_d4_ff_2b_caption.jpg'],['https://ccm.ddcdn.com/ext/photo-l/0d/d4/ff/2b/caption.jpg'],"[{'url': 'https://ccm.ddcdn.com/ext/photo-l/0d/d4/ff/2b/caption.jpg', 'path': '0d_d4_ff_2b_caption.jpg', 'checksum': 'd7e19aec8fefc274e939a2ffb6a63860'}]",是个满美的古镇 还较无商业化的感觉,,HSINYUC29
113,2011年5月7日,50,很美的地方，有水，有桥，还有经典的小吃。很有江南的水乡风韵。自己去过一次觉得不错，前几天又带朋友去了，朋友评价也蛮好的。不过现在比两年前人多了哦 ！有点挤啊！对啊，街上几家店装修的蛮好，也很有心意的，有卖布衣的，喜欢的去淘淘说不定会淘到自己很喜欢的哦！,[],[],[],悠悠水乡情,上海,卜文杰
114,2011年5月5日,40,三月份去的，周末，人超多，不过风景还不错哦，很喜欢那里的粽子和那个粽叶包的那个五花肉，肥而不腻，很可口，下次还去吃这个~~,[],[],[],江南水乡，人多哇,上海,ouono
115,2011年5月5日,30,第一次到上海，选择到朱家角逛逛，小镇不大，但是很有江南小镇的感觉，只是沿街全是店铺，如果能保持古时的特点会更好。,[],[],[],很有江南小镇的感觉,广西壮族自治区柳州市,suhua53
116,2011年5月5日,50,很经典的江南古镇，小桥流水，清新自然，各种特色店铺，热情的店家，还有很多美味。。。粽子，螺丝，田鸡，豆干，特色桔糕糖。。。都很好吃,[],[],[],朱家角自主一日游,上海市,桑陌青春
117,2011年5月5日,50,去的时候正好赶上下雨，体验了江南小镇的美好感觉！看到了葛老太太的粽子，可惜人太多，没有去买，不过看着很好吃的样子。,[],[],[],江南小镇,8030896,goodluck403
118,2011年5月4日,30,"公司组织去游玩的。
上午十点半到的，感觉商业味道太重了，哪里都是肉粽，猪蹄，扎肉。
所有的建筑都挨着河，一条北大街走下来，全部是商户，挺失望的。
就建筑还有点古镇的气息。一个小时逛完了，买了点粽子，味道还可以。",[],[],[],古镇,上海市,wuyuxue0312
119,2011年5月4日,20,镇很小，街道很窄，两旁店铺间距不超过2米，而且那条小河真的很小，居然还有人座船游，我在岸上看他们的赶脚就像是在浴缸里游泳——只能扑腾，我站在朱家角的桥上看，就跟苏州虎丘看出去的苏州街景没差。而且还没有那么开阔。,[],[],[],完全不“威尼斯”,上海市,takining
120,2011年5月4日,30,"每次友人过来，想体验中国古镇风情时， 都会带他们去朱家角。第一，离上海市中心比较近，第二，交通方便。
在上海体育馆的旅游集散中心买套票后可以直接前往，往返接送，包括门票。
景点里面风景还不错，可以乘船，享受农家菜，当地小吃，小手工制品。不过去多了，发现古镇都差不多，没有什么特别突出点。",[],[],[],朱家角一日游,上海,木木水OO
121,2011年4月28日,40,古镇的特色都包含了，扎肉臭豆腐都好好吃～美中不足就是面积太小了，所以在古镇里面住宿的话选择也不是很多，一日游即可,[],[],[],朱家角,上海市,Vanessahwood
122,2011年4月26日,50,"来了上海快8年了 吧 
才去朱家角  因为朋友搬过去住了 
以为 只是像乌镇一样的 很商业化的地方
去了 才发现  真的感觉很不一样 到了下午四点多 很多商铺就关门了 
到了晚上 看的商铺就很少了  个别酒吧还营业 小镇非常的宁静  狗吠  坐在小河边 看着天上的月亮 真的很舒服  这是第一次 在上海 有着  这才是我向往的生活的感觉  真的 脚踏实地的感觉   大爱这个地方",[],[],[],留梦朱家角,上海市,妖怪在北极钓鱼
123,2011年4月19日,40,"那天在青浦赵屯摘完草莓时间还早，就开去不远的朱家角晃了一圈。感觉这个古镇现在也变得特别商业化了，进去好些个酒吧，还有好些个卖中国特色工艺品的小店铺，感觉都是在招揽外国人生意。
朱家角里面有很多美味的小吃，很多都是以前没有见过更没有尝试过的，品尝下来感觉很欣喜，那边买的每样小吃都很美味呢，下次还去吃。",[],[],[],具有时尚感的古镇风情,上海市,fionalyn
